Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
131.202.240.242-224.0.0.252-50616-5355-17,131.202.240.242,50616,224.0.0.252,5355,17,29/04/2015 12:44:35 PM,420958,1,1,22,22,22,22,22,0,22,22,22,0,104.5234917,4.751067802,420958,0,420958,420958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.375533901,2.375533901,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-63346-5355-17,131.202.240.242,63346,224.0.0.252,5355,17,29/04/2015 12:53:09 PM,417881,1,1,22,22,22,22,22,0,22,22,22,0,105.2931337,4.786051531,417881,0,417881,417881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.393025766,2.393025766,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-53423-5355-17,131.202.240.242,53423,224.0.0.252,5355,17,29/04/2015 12:49:48 PM,420887,1,1,22,22,22,22,22,0,22,22,22,0,104.5411239,4.751869267,420887,0,420887,420887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.375934633,2.375934633,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-57557-5355-17,131.202.240.242,57557,224.0.0.252,5355,17,29/04/2015 12:50:11 PM,420719,1,1,22,22,22,22,22,0,22,22,22,0,104.5828689,4.753766766,420719,0,420719,420719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.376883383,2.376883383,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-51720-5355-17,131.202.240.242,51720,224.0.0.252,5355,17,29/04/2015 12:50:47 PM,423603,1,1,22,22,22,22,22,0,22,22,22,0,103.8708413,4.721401879,423603,0,423603,423603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.360700939,2.360700939,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-63025-5355-17,131.202.240.242,63025,224.0.0.252,5355,17,29/04/2015 12:44:41 PM,420693,1,1,22,22,22,22,22,0,22,22,22,0,104.5893324,4.754060562,420693,0,420693,420693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.377030281,2.377030281,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-65518-5355-17,131.202.240.242,65518,224.0.0.252,5355,17,29/04/2015 12:49:01 PM,420500,1,1,22,22,22,22,22,0,22,22,22,0,104.6373365,4.756242568,420500,0,420500,420500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.378121284,2.378121284,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-54662-5355-17,131.202.240.242,54662,224.0.0.252,5355,17,29/04/2015 12:49:36 PM,421173,1,1,22,22,22,22,22,0,22,22,22,0,104.4701346,4.748642482,421173,0,421173,421173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.374321241,2.374321241,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-131.202.244.32-51434-161-17,131.202.240.242,51434,131.202.244.32,161,17,29/04/2015 12:50:28 PM,523,0,2,0,173,0,0,0,0,94,79,86.5,10.60660172,330783.9388,3824.091778,523,0,523,523,0,0,0,0,0,523,523,0,523,523,0,0,0,0,0,16,0,3824.091778,79,94,84,8.660254038,75,0,0,0,0,0,0,0,0,0,126,0,86.5,0,0,0,0,0,0,0,0,2,173,-1,-1,0,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-56911-5355-17,131.202.240.242,56911,224.0.0.252,5355,17,29/04/2015 12:49:23 PM,420943,1,1,22,22,22,22,22,0,22,22,22,0,104.5272163,4.751237103,420943,0,420943,420943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.375618552,2.375618552,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-131.202.244.5-57438-53-17,131.202.240.242,57438,131.202.244.5,53,17,29/04/2015 12:52:26 PM,194296,0,2,0,226,0,0,0,0,183,43,113,98.99494937,1163.173714,10.29357269,194296,0,194296,194296,0,0,0,0,0,194296,194296,0,194296,194296,0,0,0,0,0,16,0,10.29357269,43,183,89.66666667,80.82903769,6533.333333,0,0,0,0,0,0,0,0,0,134.5,0,113,0,0,0,0,0,0,0,0,2,226,-1,-1,0,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-64123-5355-17,131.202.240.242,64123,224.0.0.252,5355,17,29/04/2015 12:50:13 PM,419761,1,1,22,22,22,22,22,0,22,22,22,0,104.8215532,4.764616055,419761,0,419761,419761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.382308028,2.382308028,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-63361-5355-17,131.202.240.242,63361,224.0.0.252,5355,17,29/04/2015 12:43:36 PM,420976,1,1,22,22,22,22,22,0,22,22,22,0,104.5190225,4.750864657,420976,0,420976,420976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.375432329,2.375432329,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-55064-5355-17,131.202.240.242,55064,224.0.0.252,5355,17,29/04/2015 12:43:51 PM,420267,1,1,22,22,22,22,22,0,22,22,22,0,104.6953484,4.758879474,420267,0,420267,420267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.379439737,2.379439737,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-131.202.244.3-57438-53-17,131.202.240.242,57438,131.202.244.3,53,17,29/04/2015 12:52:26 PM,79906,0,2,0,226,0,0,0,0,183,43,113,98.99494937,2828.32328,25.02940956,79906,0,79906,79906,0,0,0,0,0,79906,79906,0,79906,79906,0,0,0,0,0,16,0,25.02940956,43,183,89.66666667,80.82903769,6533.333333,0,0,0,0,0,0,0,0,0,134.5,0,113,0,0,0,0,0,0,0,0,2,226,-1,-1,0,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-52850-5355-17,131.202.240.242,52850,224.0.0.252,5355,17,29/04/2015 12:44:09 PM,420895,1,1,22,22,22,22,22,0,22,22,22,0,104.5391368,4.751778947,420895,0,420895,420895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.375889474,2.375889474,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-131.202.6.26-0-0-0,131.202.240.242,0,131.202.6.26,0,0,29/04/2015 12:47:26 PM,6030,1,1,0,0,0,0,0,0,0,0,0,0,0,331.6749585,6030,0,6030,6030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.8374793,165.8374793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-64733-5355-17,131.202.240.242,64733,224.0.0.252,5355,17,29/04/2015 12:48:55 PM,420674,1,1,22,22,22,22,22,0,22,22,22,0,104.5940562,4.754275282,420674,0,420674,420674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.377137641,2.377137641,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-63220-5355-17,131.202.240.242,63220,224.0.0.252,5355,17,29/04/2015 12:50:47 PM,423934,1,1,22,22,22,22,22,0,22,22,22,0,103.7897409,4.717715493,423934,0,423934,423934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.358857747,2.358857747,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-58263-5355-17,131.202.240.242,58263,224.0.0.252,5355,17,29/04/2015 12:50:22 PM,420860,1,1,22,22,22,22,22,0,22,22,22,0,104.5478306,4.75217412,420860,0,420860,420860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.37608706,2.37608706,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-64701-5355-17,131.202.240.242,64701,224.0.0.252,5355,17,29/04/2015 12:51:01 PM,420934,1,1,22,22,22,22,22,0,22,22,22,0,104.5294512,4.75133869,420934,0,420934,420934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.375669345,2.375669345,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-52561-5355-17,131.202.240.242,52561,224.0.0.252,5355,17,29/04/2015 12:53:48 PM,415696,1,1,22,22,22,22,22,0,22,22,22,0,105.8465802,4.811208191,415696,0,415696,415696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.405604095,2.405604095,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-60201-5355-17,131.202.240.242,60201,224.0.0.252,5355,17,29/04/2015 12:44:12 PM,421838,1,1,22,22,22,22,22,0,22,22,22,0,104.3054443,4.741156558,421838,0,421838,421838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.370578279,2.370578279,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-131.202.244.5-63346-53-17,131.202.240.242,63346,131.202.244.5,53,17,29/04/2015 12:44:31 PM,46534,0,2,0,300,0,0,0,0,258,42,150,152.7350647,6446.899042,42.97932694,46534,0,46534,46534,0,0,0,0,0,46534,46534,0,46534,46534,0,0,0,0,0,16,0,42.97932694,42,258,114,124.7076581,15552,0,0,0,0,0,0,0,0,0,171,0,150,0,0,0,0,0,0,0,0,2,300,-1,-1,0,0,0,0,0,0,0,0,0,0,1
131.202.240.242-205.188.12.43-31783-443-6,131.202.240.242,31783,205.188.12.43,443,6,29/04/2015 12:52:05 PM,102376230,40,43,3524,5166,202,0,88.1,73.67558828,394,0,120.1395349,126.8522916,84.88298504,0.81073507,1248490.61,3380180.145,2.48E+07,23,1.02E+08,2622535.769,4566743.082,2.49E+07,9327,1.02E+08,2437529.286,4451500.816,2.49E+07,124,0,1,0,0,800,860,0.390715696,0.420019374,0,394,105.6666667,105.0153555,11028.2249,0,0,0,1,1,0,0,0,1,106.939759,88.1,120.1395349,0,0,0,0,0,0,40,3524,43,5166,-1,16384,25,0,4100770.857,5476470.275,1.52E+07,18984,9676508.714,7052157.116,2.48E+07,5113476,1
131.202.240.242-224.0.0.252-59799-5355-17,131.202.240.242,59799,224.0.0.252,5355,17,29/04/2015 12:52:48 PM,420555,1,1,22,22,22,22,22,0,22,22,22,0,104.6236521,4.755620549,420555,0,420555,420555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.377810275,2.377810275,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-131.202.244.3-58924-53-17,131.202.240.242,58924,131.202.244.3,53,17,29/04/2015 12:46:01 PM,263,0,2,0,114,0,0,0,0,82,32,57,35.35533906,433460.076,7604.562738,263,0,263,263,0,0,0,0,0,263,263,0,263,263,0,0,0,0,0,16,0,7604.562738,32,82,48.66666667,28.86751346,833.3333333,0,0,0,0,0,0,0,0,0,73,0,57,0,0,0,0,0,0,0,0,2,114,-1,-1,0,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-50392-5355-17,131.202.240.242,50392,224.0.0.252,5355,17,29/04/2015 12:50:07 PM,420687,1,1,22,22,22,22,22,0,22,22,22,0,104.5908241,4.754128366,420687,0,420687,420687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.377064183,2.377064183,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-54515-5355-17,131.202.240.242,54515,224.0.0.252,5355,17,29/04/2015 12:45:32 PM,413934,1,1,22,22,22,22,22,0,22,22,22,0,106.2971392,4.831688144,413934,0,413934,413934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.415844072,2.415844072,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-64350-5355-17,131.202.240.242,64350,224.0.0.252,5355,17,29/04/2015 12:43:36 PM,420488,1,1,22,22,22,22,22,0,22,22,22,0,104.6403227,4.756378303,420488,0,420488,420488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.378189152,2.378189152,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-63829-5355-17,131.202.240.242,63829,224.0.0.252,5355,17,29/04/2015 12:51:35 PM,419410,1,1,22,22,22,22,22,0,22,22,22,0,104.9092773,4.768603514,419410,0,419410,419410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.384301757,2.384301757,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-54633-5355-17,131.202.240.242,54633,224.0.0.252,5355,17,29/04/2015 12:48:55 PM,421026,1,1,22,22,22,22,22,0,22,22,22,0,104.50661,4.750300457,421026,0,421026,421026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.375150228,2.375150228,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-60209-5355-17,131.202.240.242,60209,224.0.0.252,5355,17,29/04/2015 12:49:20 PM,421002,1,1,22,22,22,22,22,0,22,22,22,0,104.5125676,4.750571256,421002,0,421002,421002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.375285628,2.375285628,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-53426-5355-17,131.202.240.242,53426,224.0.0.252,5355,17,29/04/2015 12:48:38 PM,420683,1,1,22,22,22,22,22,0,22,22,22,0,104.5918185,4.75417357,420683,0,420683,420683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.377086785,2.377086785,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-63081-5355-17,131.202.240.242,63081,224.0.0.252,5355,17,29/04/2015 12:50:02 PM,420348,1,1,22,22,22,22,22,0,22,22,22,0,104.6751739,4.75796245,420348,0,420348,420348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.378981225,2.378981225,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-52930-5355-17,131.202.240.242,52930,224.0.0.252,5355,17,29/04/2015 12:49:29 PM,420498,1,1,22,22,22,22,22,0,22,22,22,0,104.6378342,4.75626519,420498,0,420498,420498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.378132595,2.378132595,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-58953-5355-17,131.202.240.242,58953,224.0.0.252,5355,17,29/04/2015 12:52:28 PM,417719,1,1,22,22,22,22,22,0,22,22,22,0,105.3339685,4.78790766,417719,0,417719,417719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.39395383,2.39395383,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-59629-5355-17,131.202.240.242,59629,224.0.0.252,5355,17,29/04/2015 12:48:40 PM,416119,1,1,22,22,22,22,22,0,22,22,22,0,105.7389833,4.806317424,416119,0,416119,416119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.403158712,2.403158712,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
131.202.240.242-224.0.0.252-59555-5355-17,131.202.240.242,59555,224.0.0.252,5355,17,29/04/2015 12:53:16 PM,420428,1,1,22,22,22,22,22,0,22,22,22,0,104.6552561,4.757057094,420428,0,420428,420428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.378528547,2.378528547,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,1
