Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
131.202.240.87-178.237.17.103-42530-443-6,131.202.240.87,42530,178.237.17.103,443,6,29/04/2015 12:45:38 PM,119999454,4,5,24,6,6,6,6,0,6,0,1.2,2.683281573,0.250001138,0.075000341,1.50E+07,1.59E+07,2.98E+07,171335,9.00E+07,3.00E+07,637.3954816,3.00E+07,3.00E+07,9.02E+07,2.25E+07,1.49E+07,3.00E+07,171545,0,1,0,0,80,100,0.033333485,0.041666856,0,6,3.6,3.098386677,9.6,0,0,0,1,1,0,0,0,1,4,6,1.2,0,0,0,0,0,0,4,24,5,6,-1,16384,4,0,171469.25,147.1425046,171639,171335,2.98E+07,726.3421485,2.98E+07,2.98E+07,0
131.202.240.87-178.237.19.228-42534-443-6,131.202.240.87,42534,178.237.19.228,443,6,29/04/2015 12:45:38 PM,119999388,4,5,24,6,6,6,6,0,6,0,1.2,2.683281573,0.250001275,0.075000383,1.50E+07,1.59E+07,2.98E+07,171921,9.00E+07,3.00E+07,722.0916378,3.00E+07,3.00E+07,9.02E+07,2.25E+07,1.49E+07,3.00E+07,172339,0,1,0,0,80,100,0.033333503,0.041666879,0,6,3.6,3.098386677,9.6,0,0,0,1,1,0,0,0,1,4,6,1.2,0,0,0,0,0,0,4,24,5,6,-1,16384,4,0,172430,586.1063612,173270,171921,2.98E+07,606.0148513,2.98E+07,2.98E+07,0
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,29/04/2015 12:45:53 PM,103501931,5,1,0,0,0,0,0,0,0,0,0,0,0,0.057969933,2.07E+07,2.84E+07,5.40E+07,2272,1.03E+08,2.59E+07,2.99E+07,5.40E+07,2272,0,0,0,0,0,0,0,0,0,0,0,0.048308277,0.009661655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,5308.5,3683.319223,7913,2704,5.17E+07,3177446.547,5.40E+07,4.95E+07,0
131.202.240.87-205.188.12.91-42522-443-6,205.188.12.91,443,131.202.240.87,42522,6,29/04/2015 12:47:32 PM,114471342,26,27,3092,1362,394,0,118.9230769,110.6041312,245,0,50.44444444,74.64188004,38.90930186,0.462997979,2201371.962,4670609.382,1.96E+07,38,1.02E+08,4090009.24,5791176.119,1.97E+07,463,1.14E+08,4401656.462,5888626.514,1.97E+07,19845,0,0,0,0,520,540,0.227131084,0.235866895,0,394,82.48148148,99.02653365,9806.254368,0,0,0,0,1,0,0,0,1,84.03773585,118.9230769,50.44444444,0,0,0,0,0,0,26,3092,27,1362,-1,64699,19,0,1060878,1241559.796,3064972,20009,1.05E+07,5280482.389,1.96E+07,5138105,0
131.202.240.87-131.202.6.26-64717-13000-6,131.202.240.87,64717,131.202.6.26,13000,6,29/04/2015 12:49:33 PM,449799,14,13,8325,5828,1350,0,594.6428571,569.9114111,1350,0,448.3076923,541.6158517,31465.16555,60.02681198,17299.96154,72532.8449,368564,3,80497,6192.076923,16287.70205,59725,3,449799,37483.25,122547.5175,426510,85,0,0,0,0,280,284,31.12501362,28.90179836,0,1350,505.4642857,549.4732482,301920.8505,0,1,0,0,0,0,0,0,0,524.1851852,594.6428571,448.3076923,0,0,0,0,0,0,14,8325,13,5828,-1,32238,10,0,0,0,0,0,0,0,0,0,0
131.202.240.87-131.202.6.26-64717-13000-6,131.202.240.87,64717,131.202.6.26,13000,6,29/04/2015 12:49:33 PM,81,1,1,0,0,0,0,0,0,0,0,0,0,0,24691.35802,81,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12345.67901,12345.67901,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,32213,0,0,0,0,0,0,0,0,0,0,0
131.202.240.87-178.237.17.103-42530-443-6,131.202.240.87,42530,178.237.17.103,443,6,29/04/2015 12:47:38 PM,119829241,4,4,24,0,6,6,6,0,0,0,0,0,0.200285004,0.066761668,1.71E+07,1.59E+07,2.98E+07,171137,9.00E+07,3.00E+07,1751.387545,3.00E+07,3.00E+07,9.00E+07,3.00E+07,2001.486031,3.00E+07,3.00E+07,0,0,0,0,80,80,0.033380834,0.033380834,0,6,2.666666667,3.16227766,10,0,0,0,0,1,0,0,0,1,3,6,0,0,0,0,0,0,0,4,24,4,0,-1,16384,4,0,172084.6667,1315.032446,173586,171137,2.98E+07,1061.76657,2.98E+07,2.98E+07,0
131.202.240.87-178.237.19.228-42534-443-6,131.202.240.87,42534,178.237.19.228,443,6,29/04/2015 12:47:38 PM,119828205,4,4,24,0,6,6,6,0,0,0,0,0,0.200286735,0.066762245,1.71E+07,1.59E+07,2.98E+07,171864,9.00E+07,3.00E+07,1386.365152,3.00E+07,3.00E+07,9.00E+07,3.00E+07,2335.741924,3.00E+07,3.00E+07,0,0,0,0,80,80,0.033381123,0.033381123,0,6,2.666666667,3.16227766,10,0,0,0,0,1,0,0,0,1,3,6,0,0,0,0,0,0,0,4,24,4,0,-1,16384,4,0,172203,560.5327823,172850,171864,2.98E+07,1579.372449,2.98E+07,2.98E+07,0
131.202.240.87-77.72.169.130-17208-11113-17,131.202.240.87,17208,77.72.169.130,11113,17,29/04/2015 12:45:35 PM,138272,1,3,18,193,18,18,18,0,108,18,64.33333333,45.05922029,1525.977783,28.92848878,46090.66667,79689.35076,138108,62,0,0,0,0,0,138210,69105,97584.97844,138108,102,0,0,0,0,8,24,7.232122194,21.69636658,18,108,63.8,45.03554152,2028.2,0,0,0,0,0,0,0,0,3,79.75,18,64.33333333,0,0,0,0,0,0,1,18,3,193,-1,-1,1,0,0,0,0,0,0,0,0,0,0
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,29/04/2015 12:48:30 PM,5103,1,1,0,0,0,0,0,0,0,0,0,0,0,391.9263179,5103,0,5103,5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.9631589,195.9631589,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
131.202.240.87-131.202.243.255-137-137-17,131.202.240.87,137,131.202.243.255,137,17,29/04/2015 12:45:59 PM,108282467,17,1,850,50,50,50,50,0,50,50,50,0,8.311594896,0.166231898,6369556.882,1.49E+07,5.20E+07,2339,1.08E+08,6720348.25,1.53E+07,5.20E+07,2339,0,0,0,0,0,0,0,0,0,136,8,0.156996792,0.009235105,50,50,50,0,0,0,0,0,0,0,0,0,0,0,52.77777778,50,50,0,0,0,0,0,0,17,850,1,50,-1,-1,17,0,3496660.667,3447902.55,7477951,1500776,3.21E+07,2.38E+07,5.20E+07,5773523,0
131.202.240.87-205.188.12.91-42522-443-6,205.188.12.91,443,131.202.240.87,42522,6,29/04/2015 12:49:33 PM,102870210,11,13,1469,697,410,0,133.5454545,133.002529,293,0,53.61538462,88.45482695,21.05565839,0.233303694,4472617.826,8361452.104,3.09E+07,36,9.28E+07,9282842.3,1.08E+07,3.10E+07,588,1.03E+08,8572517.5,1.01E+07,3.09E+07,20499,0,1,0,0,220,260,0.10693086,0.126372834,0,410,90.68,113.4617116,12873.56,0,0,0,1,1,0,0,0,1,94.45833333,133.5454545,53.61538462,0,0,0,0,0,0,11,1469,13,697,-1,64699,8,0,179476.8333,353061.5398,899203,20499,1.66E+07,8287281.175,3.09E+07,1.00E+07,0
131.202.240.87-178.237.17.103-42530-443-6,131.202.240.87,42530,178.237.17.103,443,6,29/04/2015 12:49:38 PM,119828885,4,4,24,0,6,6,6,0,0,0,0,0,0.200285599,0.066761866,1.71E+07,1.59E+07,2.98E+07,171252,9.00E+07,3.00E+07,255.0235283,3.00E+07,3.00E+07,9.00E+07,3.00E+07,497.0214616,3.00E+07,3.00E+07,0,0,0,0,80,80,0.033380933,0.033380933,0,6,2.666666667,3.16227766,10,0,0,0,0,1,0,0,0,1,3,6,0,0,0,0,0,0,0,4,24,4,0,-1,16384,4,0,171369.6667,104.1457312,171450,171252,2.98E+07,418.0390731,2.98E+07,2.98E+07,0
131.202.240.87-178.237.19.228-42534-443-6,131.202.240.87,42534,178.237.19.228,443,6,29/04/2015 12:49:38 PM,119827084,4,4,24,0,6,6,6,0,0,0,0,0,0.200288609,0.06676287,1.71E+07,1.59E+07,2.98E+07,172132,9.00E+07,3.00E+07,197.0033841,3.00E+07,3.00E+07,9.00E+07,3.00E+07,1026.833157,3.00E+07,3.00E+07,0,0,0,0,80,80,0.033381435,0.033381435,0,6,2.666666667,3.16227766,10,0,0,0,0,1,0,0,0,1,3,6,0,0,0,0,0,0,0,4,24,4,0,-1,16384,4,0,172317.3333,170.6614583,172468,172132,2.98E+07,773.4524334,2.98E+07,2.98E+07,0
131.202.240.87-131.202.243.255-137-137-17,131.202.240.87,137,131.202.243.255,137,17,29/04/2015 12:51:26 PM,87585472,8,1,400,50,50,50,50,0,50,50,50,0,5.137838385,0.102756768,1.09E+07,1.99E+07,5.34E+07,750058,8.68E+07,1.24E+07,2.11E+07,5.34E+07,750058,0,0,0,0,0,0,0,0,0,64,8,0.091339349,0.011417419,50,50,50,0,0,0,0,0,0,0,0,0,0,0,55.55555556,50,50,0,0,0,0,0,0,8,400,1,50,-1,-1,8,0,1505321.5,3485.329324,1507786,1502857,4.15E+07,1.68E+07,5.34E+07,2.97E+07,0
131.202.240.87-224.0.0.252-64036-5355-17,131.202.240.87,64036,224.0.0.252,5355,17,29/04/2015 12:51:26 PM,410637,1,1,22,22,22,22,22,0,22,22,22,0,107.1505977,4.870481715,410637,0,410637,410637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.435240857,2.435240857,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
131.202.240.87-224.0.0.252-60662-5355-17,131.202.240.87,60662,224.0.0.252,5355,17,29/04/2015 12:43:49 PM,413396,1,1,22,22,22,22,22,0,22,22,22,0,106.4354759,4.837976178,413396,0,413396,413396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.418988089,2.418988089,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
131.202.240.87-64.12.27.65-64714-443-6,131.202.240.87,64714,64.12.27.65,443,6,29/04/2015 12:50:32 PM,117096028,2,4,46,143,46,0,23,32.52691193,137,0,35.75,67.55923327,1.614059872,0.051239996,2.34E+07,5.23E+07,1.17E+08,59,78911,78911,0,78911,78911,1.17E+08,3.90E+07,6.75E+07,1.17E+08,59,0,1,0,0,40,80,0.017079999,0.034159997,0,137,27.85714286,50.86724084,2587.47619,0,0,0,1,1,0,0,0,2,32.5,23,35.75,0,0,0,0,0,0,2,46,4,143,-1,16384,1,0,57192,0,57192,57192,1.17E+08,0,1.17E+08,1.17E+08,0
131.202.240.87-64.12.104.73-42524-443-6,131.202.240.87,42524,64.12.104.73,443,6,29/04/2015 12:50:32 PM,55062,0,2,0,74,0,0,0,0,74,0,37,52.32590181,1343.939559,36.32269078,55062,0,55062,55062,0,0,0,0,0,55062,55062,0,55062,55062,0,1,0,0,0,40,0,36.32269078,0,74,49.33333333,42.72391992,1825.333333,0,0,0,1,1,0,0,0,0,74,0,37,0,0,0,0,0,0,0,0,2,74,-1,16384,0,0,0,0,0,0,0,0,0,0,0
131.202.240.87-77.72.169.130-17208-11113-17,131.202.240.87,17208,77.72.169.130,11113,17,29/04/2015 12:50:35 PM,137935,1,3,18,193,18,18,18,0,108,18,64.33333333,45.05922029,1529.706021,28.99916627,45978.33333,79469.67272,137742,65,0,0,0,0,0,137870,68935,97307.79259,137742,128,0,0,0,0,8,24,7.249791568,21.74937471,18,108,63.8,45.03554152,2028.2,0,0,0,0,0,0,0,0,3,79.75,18,64.33333333,0,0,0,0,0,0,1,18,3,193,-1,-1,1,0,0,0,0,0,0,0,0,0,0
131.202.240.87-224.0.0.252-56771-5355-17,131.202.240.87,56771,224.0.0.252,5355,17,29/04/2015 12:46:13 PM,418483,1,1,22,22,22,22,22,0,22,22,22,0,105.1416664,4.779166657,418483,0,418483,418483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.389583328,2.389583328,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
131.202.240.87-131.202.244.3-55517-53-17,131.202.240.87,55517,131.202.244.3,53,17,29/04/2015 12:47:46 PM,1672,0,2,0,114,0,0,0,0,82,32,57,35.35533906,68181.81818,1196.172249,1672,0,1672,1672,0,0,0,0,0,1672,1672,0,1672,1672,0,0,0,0,0,16,0,1196.172249,32,82,48.66666667,28.86751346,833.3333333,0,0,0,0,0,0,0,0,0,73,0,57,0,0,0,0,0,0,0,0,2,114,-1,-1,0,0,0,0,0,0,0,0,0,0,0
131.202.240.87-224.0.0.252-53266-5355-17,131.202.240.87,53266,224.0.0.252,5355,17,29/04/2015 12:52:52 PM,410949,1,1,22,22,22,22,22,0,22,22,22,0,107.069247,4.866783956,410949,0,410949,410949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.433391978,2.433391978,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
131.202.240.87-224.0.0.252-63159-5355-17,131.202.240.87,63159,224.0.0.252,5355,17,29/04/2015 12:46:53 PM,413114,1,1,22,22,22,22,22,0,22,22,22,0,106.5081309,4.841278679,413114,0,413114,413114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.420639339,2.420639339,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
131.202.240.87-131.202.244.3-13972-53-17,131.202.240.87,13972,131.202.244.3,53,17,29/04/2015 12:45:27 PM,83085,0,2,0,512,0,0,0,0,479,33,256,315.3696244,6162.363844,24.07173377,83085,0,83085,83085,0,0,0,0,0,83085,83085,0,83085,83085,0,0,0,0,0,16,0,24.07173377,33,479,181.6666667,257.4982201,66305.33333,0,0,0,0,0,0,0,0,0,272.5,0,256,0,0,0,0,0,0,0,0,2,512,-1,-1,0,0,0,0,0,0,0,0,0,0,0
131.202.240.87-178.237.19.228-42534-443-6,131.202.240.87,42534,178.237.19.228,443,6,29/04/2015 12:51:38 PM,119997992,4,5,24,0,6,6,6,0,0,0,0,0,0.200003347,0.075001255,1.50E+07,1.59E+07,2.98E+07,172277,9.00E+07,3.00E+07,590.7715294,3.00E+07,3.00E+07,1.20E+08,3.00E+07,1469.654608,3.00E+07,3.00E+07,0,0,0,0,80,100,0.033333891,0.041667364,0,6,2.4,3.098386677,9.6,0,0,0,0,1,0,0,0,1,2.666666667,6,0,0,0,0,0,0,0,4,24,5,0,-1,16384,4,0,172665,337.354413,172889,172277,2.98E+07,1198.429806,2.98E+07,2.98E+07,0
131.202.240.87-224.0.0.252-64964-5355-17,131.202.240.87,64964,224.0.0.252,5355,17,29/04/2015 12:46:07 PM,410904,1,1,22,22,22,22,22,0,22,22,22,0,107.0809727,4.86731694,410904,0,410904,410904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.43365847,2.43365847,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
131.202.240.87-224.0.0.252-49354-5355-17,131.202.240.87,49354,224.0.0.252,5355,17,29/04/2015 12:51:57 PM,414722,1,1,22,22,22,22,22,0,22,22,22,0,106.0951674,4.822507608,414722,0,414722,414722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.411253804,2.411253804,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
131.202.240.87-224.0.0.252-61382-5355-17,131.202.240.87,61382,224.0.0.252,5355,17,29/04/2015 12:46:53 PM,413527,1,1,22,22,22,22,22,0,22,22,22,0,106.4017585,4.83644357,413527,0,413527,413527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.418221785,2.418221785,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,29/04/2015 12:50:36 PM,117001145,5,1,0,0,0,0,0,0,0,0,0,0,0,0.051281549,2.34E+07,3.23E+07,6.45E+07,1139,1.17E+08,2.92E+07,3.41E+07,6.45E+07,1139,0,0,0,0,0,0,0,0,0,0,0,0.042734625,0.008546925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,6850.5,4500.734662,10033,3668,5.85E+07,8488720.035,6.45E+07,5.25E+07,0
131.202.240.87-224.0.0.252-63587-5355-17,131.202.240.87,63587,224.0.0.252,5355,17,29/04/2015 12:46:08 PM,414307,1,1,22,22,22,22,22,0,22,22,22,0,106.20144,4.827338182,414307,0,414307,414307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.413669091,2.413669091,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
131.202.240.87-224.0.0.252-54627-5355-17,131.202.240.87,54627,224.0.0.252,5355,17,29/04/2015 12:46:08 PM,413875,1,1,22,22,22,22,22,0,22,22,22,0,106.3122924,4.832376925,413875,0,413875,413875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.416188463,2.416188463,22,22,22,0,0,0,0,0,0,0,0,0,0,1,33,22,22,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,0
